City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
516,Inverness,GB,45.99,moderate rain,57.4791,-4.224,Glen Mhor Hotel & Apartments
517,Marabba,SD,78.01,few clouds,12.35,32.1833,
519,Shangrao,CN,60.04,overcast clouds,28.4532,117.9686,Boyue boutique Hotel
522,Sokoni,TZ,79.07,few clouds,-6.4333,39.55,Ujamaa Beach Resort
527,Jimma,ET,55.96,few clouds,7.6667,36.8333,Jimma Central Hotel
528,Morondava,MG,78.31,light rain,-20.2833,44.2833,La Case Bambou
529,Caluquembe,AO,60.1,broken clouds,-13.7833,14.6833,Hotel Kalukembe
530,Sao Jose Da Coroa Grande,BR,77.22,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
531,Murnau,DE,42.39,broken clouds,48.2302,12.2943,Wagenspöck Matthias
533,Langenburg,DE,44.92,broken clouds,49.2544,9.8458,Mawell Resort
534,Kroya,ID,77.61,overcast clouds,-7.6331,109.2461,Wisma Legoq Kost
539,Silva Jardim,BR,73.38,overcast clouds,-22.6508,-42.3917,Pousada Ipuca
540,Porgera,PG,56.43,broken clouds,-5.4667,143.2,
541,Kigorobya,UG,65.34,light rain,1.6162,31.3089,Docs sports lounge
543,Coruripe,BR,77.09,broken clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
544,Acarau,BR,79.25,few clouds,-2.8856,-40.12,castelo pizzaria
545,Veraval,IN,75.67,clear sky,20.9,70.3667,Lords Inn Somnath
546,Lugazi,UG,63.0,broken clouds,0.3772,32.9197,Dr Kalumba Moses
547,Saint-Leu,RE,70.63,few clouds,-21.15,55.2833,La Caz Oceane
548,Hofn,IS,45.09,overcast clouds,64.2539,-15.2082,Hótel Höfn
549,Sao Joao Da Barra,BR,75.29,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
550,Port Hueneme,US,76.78,clear sky,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
553,Zhicheng,CN,49.93,clear sky,30.2956,111.5047,Wangjiang Building
555,Acucena,BR,68.52,overcast clouds,-19.0731,-42.5464,Hotel e Restaurante Açucena
556,Grand Gaube,MU,68.4,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
557,La Riviera,US,67.95,clear sky,38.5668,-121.3569,Travelodge by Wyndham Sacramento / Rancho Cordova
563,Banyuwangi,ID,76.93,overcast clouds,-8.2325,114.3576,SPOT ON 1842 Cevilla Bnb Residence Syariah
564,Lanzhou,CN,42.69,scattered clouds,36.0564,103.7922,Lanzhou Amdo Xiangbala Hotel
566,Sassandra,CI,76.69,scattered clouds,4.95,-6.0833,la terrasse
569,Ajdabiya,LY,64.71,clear sky,30.7554,20.2263,Almadina Hotel
570,Liwale,TZ,69.3,scattered clouds,-9.7667,37.9333,Tumaini Tulivu Lodge
572,West Haverstraw,US,47.73,broken clouds,41.2095,-73.9854,Budget Motor Inn
573,Pangkalanbuun,ID,75.07,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
575,Kiama,AU,65.25,clear sky,-34.6833,150.8667,The Sebel Kiama Harbourside
577,Rio Gallegos,AR,60.85,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
580,Vao,NC,76.17,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
583,Rajura,IN,59.74,few clouds,19.7833,79.3667,Bharat Lodge And Restaurant
585,Bambanglipuro,ID,76.84,overcast clouds,-7.95,110.2833,Puri Brata
588,Malumfashi,NG,70.0,clear sky,11.7853,7.6218,INFINITY CYBER CAFE MALUMFASHI
589,Ganzhou,CN,58.26,overcast clouds,28.8184,115.4327,Zhanqian Grand Hotel
591,Felipe Carrillo Puerto,MX,79.79,scattered clouds,19.5833,-88.05,Hotel La Ceiba
593,Ayolas,PY,72.64,clear sky,-27.4,-56.9,Hotel Ayolas
594,Tarui,JP,54.86,broken clouds,35.3667,136.5333,Posada Casa Eco
595,Tuatapere,NZ,58.69,light rain,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
596,Margate,GB,54.3,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
598,Tautira,PF,77.47,overcast clouds,-17.7333,-149.15,Pension Oaoa
599,Olafsvik,IS,44.26,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
602,Tongchuan,CN,43.3,clear sky,35.0806,109.0897,Tongchuan Hotel
603,Swan Hill,AU,57.02,clear sky,-35.3378,143.5544,Lazy River Motor Inn
604,Raudeberg,NO,50.86,clear sky,61.9875,5.1352,Nordre Silda.
605,Faridpur,BD,67.62,clear sky,23.6,89.8333,Progoti Muslim hostel
606,Greenville,US,55.56,clear sky,35.6127,-77.3663,"Holiday Inn Express Greenville, an IHG Hotel"
607,Quatre Cocos,MU,68.11,clear sky,-20.2078,57.7625,Sunrise Attitude Hotel
609,Eguia,PH,78.33,scattered clouds,15.9065,119.8858,Rosmin Nature's Hub Resort
610,Santa Vitoria,BR,79.09,clear sky,-18.8386,-50.1214,Center Hotel
612,Polewali,ID,78.67,overcast clouds,-3.4324,119.3435,Lilianto Hotel
613,Lasem,ID,78.46,overcast clouds,-6.6922,111.4527,"Nyah Lasem | Museum, Warung & Community Center"
614,Shetpe,KZ,40.5,overcast clouds,44.1667,52.1167,Нұрберген Абыл
619,Messina,IT,65.79,broken clouds,38.1933,15.5497,Hotel Touring
621,San Vicente,AR,62.31,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
622,Juybar,IR,55.8,scattered clouds,36.6412,52.9124,مجتمع مسکونی آرامیس ۲
625,Cacule,BR,67.62,overcast clouds,-14.5033,-42.2222,"Radar Palace Hotel: Suítes, Apartamentos, Hospedagem em Caculé BA"
626,Tamandare,BR,77.11,broken clouds,-8.7597,-35.1047,Pousada 100 Passos
627,Florence,IT,58.53,few clouds,43.7667,11.25,Hotel Nuova Italia
628,Orbetello,IT,55.42,clear sky,42.4408,11.2196,Argentario Golf & Wellness Resort
629,Chuzhou,CN,54.68,overcast clouds,32.3219,118.2978,GreenTree Inn Chuzhou Langya Mountain Scenic Area Xijian Road Business Hotel
631,Upington,ZA,70.18,scattered clouds,-28.4478,21.2561,River Place Manor
632,Beboto,TD,72.46,broken clouds,8.2668,16.939,
635,Itaperucu,BR,65.61,clear sky,-25.22,-49.3478,DR Hotel Rio Branco do Sul
637,Saint-Francois,FR,53.04,clear sky,46.4154,3.9054,Maison Vin d'Hus
638,Ahipara,NZ,67.06,scattered clouds,-35.1667,173.1667,Ahipara Holiday Park
639,Inongo,CD,69.87,overcast clouds,-1.95,18.2667,Hotel Du Lac
641,Vila,PT,52.68,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
642,Oudtshoorn,ZA,61.16,overcast clouds,-33.5907,22.2014,Earthbound Guest House
643,Tokmak,UA,46.33,light rain,47.2514,35.7058,Дом приезжих
645,Nyimba,ZM,72.48,clear sky,-14.5566,30.8149,Dali Dali Lodge
646,Sinnamary,GF,78.91,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
647,Lingao,CN,73.85,scattered clouds,19.9103,109.6859,Lingao Ditai Inn
649,Fayaoue,NC,79.3,overcast clouds,-20.65,166.5333,Chez Dydyce Guesthouse
654,Lakhimpur,IN,61.0,clear sky,27.95,80.7667,Hotel Landmark Royale & Funn Mall Lakhimpur Kheri
656,Salvador,SV,76.55,broken clouds,13.8333,-88.9167,Chico's Ranch
657,Guerrero Negro,MX,74.55,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
658,Santa Maria Da Vitoria,BR,69.96,overcast clouds,-13.3947,-44.1886,Pousada Rio Current
659,Qinhuangdao,CN,45.75,clear sky,39.9317,119.5883,Qinhuangdao Peninsula Seasons Hotel And Apartment
660,La Rioja,ES,42.58,overcast clouds,42.25,-2.5,Casa Concejos
661,Akim Swedru,GH,74.25,overcast clouds,5.8938,-1.0164,JOMIKUS GUEST HOUSE
662,Lisala,CD,72.59,overcast clouds,2.15,21.5167,Guest house Eden
665,Gemena,CD,71.4,overcast clouds,3.25,19.7667,Hôtel Goshen
667,Husavik,IS,42.51,overcast clouds,66.0449,-17.3389,Bjarnabúð
668,Lashio,MM,52.97,clear sky,22.9333,97.75,Hotel CF Lashio - Burmese Only
669,Gua Musang,MY,74.07,overcast clouds,4.8823,101.9644,Mines Inn Hotel
670,Porto Belo,BR,73.35,clear sky,-27.1578,-48.5531,Costa Verde Beach Hotel
671,Buchanan,LR,77.45,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
673,Capoterra,IT,60.55,clear sky,39.1763,8.9718,Ariedo Bed And Breakfast
674,Mamallapuram,IN,75.25,scattered clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
675,San Jose,US,70.88,few clouds,37.3394,-121.895,The Westin San Jose
676,Fort Abbas,PK,65.77,clear sky,29.1925,72.8536,AsAd's House
679,Mocuba,MZ,71.71,clear sky,-16.8392,36.9856,Phama Lodge
680,Atambua,ID,79.18,overcast clouds,-9.1061,124.8925,Ros Muskanan
681,Arlit,NE,69.53,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
683,Benavente,ES,55.65,overcast clouds,42.0025,-5.6783,Parador de Benavente
685,Locri,IT,63.32,overcast clouds,38.2414,16.2623,Grand Hotel President
687,Rajmahal,IN,64.15,clear sky,25.05,87.8333,Marrage hall (विवाह भवन)
690,Coquimbo,CL,62.33,scattered clouds,-29.9533,-71.3436,Hotel San Juan
693,Phalombe,MW,68.81,few clouds,-15.8064,35.6507,RIVONIA
694,Ughelli,NG,76.24,scattered clouds,5.4899,6.0074,Prestige Hotel
696,Sao Filipe,CV,77.74,scattered clouds,14.8961,-24.4956,Hotel Xaguate
697,Rio Claro,BR,72.37,scattered clouds,-22.4114,-47.5614,Hotel Vivendas Rio Claro by Atlantica
698,Savannakhet,LA,70.81,clear sky,16.566,104.751,โรงแรม ริเวอร์ ฟร้อนท์ (Riverfront Hotel)
699,Sao Marcos,BR,56.16,clear sky,-28.9711,-51.0681,Hotel São Marcos
700,Prince Rupert,CA,47.89,overcast clouds,54.3161,-130.3201,Crest Hotel
701,Mehriz,IR,52.3,scattered clouds,31.5917,54.4318,Mehrgard dwelling/سرای مهرگرد
702,Northam,GB,49.6,light rain,51.0333,-4.2167,Durrant House Hotel
703,Marzuq,YE,62.83,few clouds,14.4,46.4667,حيد القفلة
705,Halifax,CA,50.22,moderate rain,44.6453,-63.5724,Hotel Halifax
708,Ha Giang,VN,72.93,overcast clouds,22.8333,104.9833,Truong Xuan Resort
709,Boyolangu,ID,77.22,overcast clouds,-8.1181,111.8935,Yos ega cv
710,Tirur,IN,74.39,overcast clouds,10.9,75.9167,Sangamam Residency
